id,new_host_acceptance_rate,host_is_superhost,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,room_type,bedrooms,beds,number_of_reviews,availability_365,price
50646.0,65.0,f,Bukit Timah,Central Region,1.33432,103.78521,Private room,1.0,1.0,18.0,365.0,80.0
71609.0,65.0,f,Tampines,East Region,1.34537,103.95887,Private room,2.0,3.0,20.0,365.0,179.0
71896.0,65.0,f,Tampines,East Region,1.34754,103.95958,Private room,1.0,1.0,24.0,365.0,82.0
71903.0,65.0,f,Tampines,East Region,1.34531,103.961,Private room,1.0,2.0,47.0,365.0,82.0
275343.0,77.0,f,Bukit Merah,Central Region,1.29015,103.80814,Private room,1.0,1.0,20.0,341.0,52.0
275344.0,77.0,f,Bukit Merah,Central Region,1.28836,103.81144,Private room,1.0,1.0,13.0,324.0,40.0
294281.0,0.0,f,Newton,Central Region,1.31142,103.83924,Private room,1.0,1.0,133.0,365.0,72.0
324945.0,77.0,f,Bukit Merah,Central Region,1.28828,103.8102,Private room,1.0,1.0,14.0,355.0,49.0
330089.0,77.0,f,Bukit Merah,Central Region,1.28652,103.81225,Private room,0.0,1.0,10.0,343.0,59.0
330095.0,77.0,f,Bukit Merah,Central Region,1.28636,103.81138,Private room,1.0,1.0,3.0,364.0,59.0
344803.0,65.0,f,Tampines,East Region,1.34917,103.9609,Private room,1.0,1.0,58.0,365.0,48.0
355955.0,0.0,f,Geylang,Central Region,1.31374,103.9019,Private room,1.0,1.0,0.0,174.0,65.0
369141.0,0.0,f,Newton,Central Region,1.31144,103.83784,Private room,1.0,1.0,81.0,359.0,69.0
369145.0,0.0,f,Newton,Central Region,1.31129,103.83788,Private room,1.0,1.0,165.0,330.0,66.0
395191.0,65.0,f,River Valley,Central Region,1.29335,103.83768,Private room,1.0,1.0,27.0,1.0,59.0
481789.0,0.0,f,Tampines,East Region,1.34816,103.93238,Private room,1.0,1.0,0.0,0.0,37.0
604966.0,65.0,f,Bukit Timah,Central Region,1.33242,103.79417,Entire home/apt,2.0,1.0,11.0,362.0,271.0
606784.0,65.0,f,Tampines,East Region,1.34361,103.95717,Private room,1.0,1.0,80.0,91.0,83.0
642660.0,0.0,f,Rochor,Central Region,1.30096,103.85206,Private room,1.0,1.0,0.0,365.0,163.0
696136.0,65.0,f,Bukit Timah,Central Region,1.30938,103.79812,Private room,1.0,1.0,28.0,90.0,100.0
733863.0,0.0,f,Serangoon,North-East Region,1.36926,103.87312,Private room,1.0,1.0,0.0,365.0,26.0
747813.0,70.0,f,Downtown Core,Central Region,1.27663,103.84498,Private room,1.0,1.0,72.0,358.0,119.0
747816.0,70.0,f,Downtown Core,Central Region,1.27585,103.84597,Private room,1.0,1.0,26.0,349.0,119.0
756267.0,65.0,t,Marine Parade,Central Region,1.30416,103.90076,Private room,1.0,1.0,70.0,0.0,250.0
765579.0,97.0,f,Outram,Central Region,1.2841,103.84253,Private room,1.0,1.0,2.0,359.0,69.0
815685.0,77.0,f,Bukit Merah,Central Region,1.29065,103.80941,Private room,1.0,1.0,14.0,215.0,40.0
819034.0,65.0,t,Marine Parade,Central Region,1.30492,103.90315,Entire home/apt,2.0,2.0,40.0,0.0,300.0
819044.0,65.0,t,Marine Parade,Central Region,1.30425,103.90097,Private room,1.0,1.0,71.0,0.0,150.0
823571.0,0.0,f,Bedok,East Region,1.31313,103.91479,Private room,1.0,1.0,0.0,0.0,272.0
833289.0,65.0,f,Bukit Merah,Central Region,1.27716,103.82299,Private room,1.0,2.0,2.0,178.0,150.0
881683.0,0.0,f,Hougang,North-East Region,1.36971,103.89938,Private room,1.0,2.0,10.0,239.0,47.0
982909.0,65.0,t,Novena,Central Region,1.33389,103.83454,Entire home/apt,1.0,1.0,247.0,144.0,120.0
1024986.0,67.0,t,River Valley,Central Region,1.29245,103.83742,Entire home/apt,1.0,1.0,255.0,332.0,200.0
1142414.0,97.0,f,Kallang,Central Region,1.31189,103.85901,Private room,1.0,1.0,2.0,328.0,59.0
1210268.0,100.0,t,Tanglin,Central Region,1.31633,103.827194,Entire home/apt,3.0,4.0,45.0,115.0,400.0
1229614.0,100.0,t,Tanglin,Central Region,1.31562,103.82807,Entire home/apt,1.0,1.0,39.0,108.0,290.0
1233249.0,100.0,t,Tanglin,Central Region,1.317132612,103.826498,Entire home/apt,2.0,2.0,36.0,120.0,284.0
1244654.0,97.0,f,Outram,Central Region,1.2838,103.84265,Private room,1.0,1.0,4.0,359.0,69.0
1261443.0,97.0,f,Outram,Central Region,1.28458,103.84311,Private room,1.0,1.0,3.0,330.0,55.0
1277842.0,0.0,f,Queenstown,Central Region,1.2927,103.7685,Private room,1.0,2.0,7.0,345.0,54.0
1277919.0,0.0,f,Queenstown,Central Region,1.2927,103.7685,Shared room,1.0,2.0,11.0,356.0,50.0
1302185.0,94.0,t,Geylang,Central Region,1.31632,103.888,Entire home/apt,1.0,2.0,91.0,178.0,109.0
1363204.0,97.0,f,Outram,Central Region,1.28386,103.84238,Private room,1.0,1.0,3.0,328.0,69.0
1508829.0,97.0,f,Kallang,Central Region,1.3072,103.86359,Private room,1.0,1.0,9.0,0.0,59.0
1562453.0,0.0,f,Novena,Central Region,1.32359,103.8498,Private room,1.0,4.0,0.0,0.0,30.0
1581224.0,0.0,f,Kallang,Central Region,1.31108,103.87374,Entire home/apt,4.0,12.0,0.0,365.0,130.0
1611318.0,0.0,f,Bukit Merah,Central Region,1.28419,103.82765,Private room,1.0,1.0,0.0,0.0,60.0
1615074.0,97.0,f,Outram,Central Region,1.2841,103.84253,Private room,1.0,1.0,5.0,359.0,79.0
1643945.0,0.0,f,Ang Mo Kio,North-East Region,1.39088,103.85303,Private room,1.0,2.0,0.0,0.0,216.0
1646909.0,0.0,f,Bukit Batok,West Region,1.34126,103.75992,Private room,1.0,1.0,0.0,0.0,80.0
1654840.0,65.0,f,Rochor,Central Region,1.30292,103.858,Private room,1.0,3.0,2.0,0.0,90.0
1678744.0,65.0,f,Outram,Central Region,1.28405,103.84424,Shared room,1.0,1.0,150.0,272.0,63.0
1678754.0,65.0,f,Outram,Central Region,1.28405,103.84424,Hotel room,1.0,6.0,2.0,269.0,378.0
1678755.0,65.0,f,Outram,Central Region,1.28405,103.84424,Hotel room,1.0,1.0,93.0,269.0,63.0
1710048.0,91.0,t,Outram,Central Region,1.28466,103.84255,Private room,1.0,1.0,0.0,328.0,69.0
1833950.0,100.0,t,Tanglin,Central Region,1.31572,103.82702,Entire home/apt,1.0,1.0,28.0,106.0,260.0
1838622.0,0.0,f,Bedok,East Region,1.31805,103.92361,Private room,1.0,1.0,0.0,358.0,95.0
1900478.0,97.0,f,Geylang,Central Region,1.31612,103.88343,Private room,1.0,1.0,1.0,328.0,59.0
1902729.0,65.0,f,Bedok,East Region,1.3209,103.91569,Private room,1.0,1.0,3.0,82.0,49.0
1902793.0,65.0,f,Bedok,East Region,1.32204,103.92125,Private room,1.0,1.0,2.0,174.0,60.0
1941719.0,70.0,f,Downtown Core,Central Region,1.27525,103.84524,Private room,1.0,1.0,77.0,357.0,119.0
2009008.0,65.0,f,Bedok,East Region,1.32301,103.92211,Private room,1.0,1.0,5.0,174.0,68.0
2024941.0,0.0,f,Bedok,East Region,1.31963,103.924,Private room,1.0,4.0,0.0,0.0,95.0
2030663.0,65.0,f,Novena,Central Region,1.32453,103.85255,Private room,1.0,2.0,2.0,173.0,343.0
2033483.0,0.0,f,Choa Chu Kang,West Region,1.38786,103.74341,Entire home/apt,3.0,4.0,0.0,293.0,95.0
2095865.0,65.0,f,Choa Chu Kang,West Region,1.38799,103.74461,Private room,1.0,1.0,29.0,144.0,54.0
2129215.0,65.0,f,Bedok,East Region,1.31936,103.91663,Entire home/apt,1.0,3.0,369.0,239.0,139.0
2142826.0,65.0,f,Novena,Central Region,1.32485,103.85143,Private room,1.0,1.0,21.0,181.0,929.0
2156372.0,100.0,t,Hougang,North-East Region,1.36722,103.89765,Private room,1.0,1.0,14.0,359.0,50.0
2320536.0,65.0,f,Woodlands,North Region,1.44076,103.77626,Private room,1.0,1.0,5.0,0.0,30.0
2351979.0,0.0,f,Singapore River,Central Region,1.29182,103.83496,Entire home/apt,1.0,1.0,0.0,365.0,150.0
2451003.0,100.0,f,River Valley,Central Region,1.29588,103.8405,Entire home/apt,1.0,1.0,50.0,246.0,104.0
2547370.0,65.0,f,Rochor,Central Region,1.30154,103.85941,Private room,1.0,4.0,2.0,0.0,110.0
2691621.0,0.0,f,Queenstown,Central Region,1.30692,103.8007,Shared room,1.0,1.0,0.0,365.0,75.0
2838555.0,70.0,t,Geylang,Central Region,1.31403,103.88604,Entire home/apt,1.0,1.0,61.0,112.0,80.0
2922184.0,77.0,f,Queenstown,Central Region,1.2805,103.78439,Private room,1.0,1.0,13.0,240.0,65.0
2959811.0,0.0,f,Orchard,Central Region,1.30085,103.84318,Private room,1.0,1.0,0.0,364.0,80.0
3000736.0,65.0,f,Kallang,Central Region,1.31037,103.86069,Shared room,1.0,16.0,19.0,1.0,35.0
3034137.0,0.0,f,Hougang,North-East Region,1.35956,103.88423,Private room,1.0,1.0,9.0,361.0,88.0
3075620.0,0.0,f,Museum,Central Region,1.29973,103.84658,Private room,1.0,1.0,7.0,245.0,110.0
3078453.0,65.0,f,Toa Payoh,Central Region,1.33781,103.86901,Entire home/apt,2.0,6.0,6.0,365.0,280.0
3179080.0,65.0,f,Kallang,Central Region,1.31201,103.86096,Shared room,1.0,12.0,18.0,1.0,37.0
3179271.0,0.0,f,Kallang,Central Region,1.31029,103.86048,Private room,1.0,4.0,0.0,1.0,150.0
3209752.0,65.0,f,Tampines,East Region,1.34806,103.95858,Private room,1.0,1.0,13.0,307.0,98.0
3304326.0,65.0,f,Tampines,East Region,1.34798,103.9617,Private room,1.0,1.0,10.0,362.0,89.0
3349976.0,0.0,f,Pasir Ris,East Region,1.36449,103.95931,Private room,1.0,2.0,0.0,0.0,80.0
3667894.0,97.0,f,Outram,Central Region,1.28424,103.84275,Private room,1.0,1.0,2.0,328.0,69.0
3717196.0,100.0,f,Outram,Central Region,1.28497,103.84341,Hotel room,1.0,12.0,18.0,300.0,28.0
3717217.0,100.0,f,Outram,Central Region,1.28341,103.84508,Private room,1.0,4.0,49.0,116.0,146.0
3790364.0,70.0,t,Geylang,Central Region,1.3134,103.88646,Entire home/apt,1.0,1.0,26.0,139.0,82.0
3802621.0,65.0,f,Rochor,Central Region,1.30376,103.85923,Private room,1.0,1.0,20.0,0.0,58.0
3803160.0,65.0,f,Rochor,Central Region,1.30171,103.85959,Private room,1.0,1.0,6.0,0.0,90.0
3859180.0,70.0,t,Geylang,Central Region,1.31403,103.8864,Entire home/apt,1.0,1.0,81.0,116.0,63.0
3863231.0,70.0,t,Geylang,Central Region,1.31571,103.88657,Entire home/apt,1.0,1.0,67.0,144.0,85.0
3980202.0,65.0,f,Rochor,Central Region,1.30148,103.85813,Private room,1.0,1.0,28.0,0.0,58.0
3981252.0,0.0,f,Bedok,East Region,1.31786,103.9059,Private room,1.0,1.0,2.0,360.0,88.0
3990431.0,65.0,f,Rochor,Central Region,1.30348,103.85969,Private room,1.0,1.0,10.0,0.0,58.0
4013186.0,0.0,f,Outram,Central Region,1.27795,103.84109,Private room,1.0,1.0,0.0,0.0,950.0
4017084.0,0.0,f,Outram,Central Region,1.28172,103.84074,Private room,1.0,1.0,0.0,365.0,50.0
4021128.0,0.0,f,Bukit Timah,Central Region,1.3205,103.79424,Entire home/apt,1.0,1.0,8.0,84.0,175.0
4026199.0,100.0,t,Tanglin,Central Region,1.31595,103.8269,Entire home/apt,2.0,3.0,35.0,91.0,350.0
4054698.0,100.0,f,Outram,Central Region,1.28268,103.84463,Hotel room,1.0,12.0,49.0,300.0,28.0
4069756.0,100.0,f,Outram,Central Region,1.283,103.84344,Hotel room,1.0,12.0,21.0,300.0,28.0
4087935.0,0.0,f,Novena,Central Region,1.31546,103.84117,Private room,1.0,1.0,14.0,332.0,89.0
4108082.0,8.0,f,Tanglin,Central Region,1.29366,103.83006,Entire home/apt,2.0,3.0,312.0,309.0,130.0
4138944.0,100.0,t,Tanglin,Central Region,1.316,103.8281,Entire home/apt,0.0,1.0,59.0,113.0,260.0
4208317.0,0.0,f,Bukit Timah,Central Region,1.31904,103.77976,Entire home/apt,3.0,2.0,0.0,46.0,204.0
4252548.0,70.0,t,Geylang,Central Region,1.31478,103.88757,Entire home/apt,1.0,1.0,66.0,144.0,84.0
4360679.0,65.0,f,Geylang,Central Region,1.3111,103.8812,Private room,1.0,1.0,133.0,0.0,64.0
4360902.0,65.0,f,Geylang,Central Region,1.31161,103.88124,Private room,1.0,1.0,210.0,0.0,64.0
4380000.0,100.0,t,Newton,Central Region,1.30689,103.83834,Private room,1.0,1.0,8.0,364.0,101.0
4412603.0,49.0,t,Bedok,East Region,1.31289,103.93797,Entire home/apt,1.0,1.0,66.0,360.0,179.0
4441346.0,65.0,t,Kallang,Central Region,1.29997,103.88536,Entire home/apt,1.0,1.0,5.0,178.0,106.0
4450681.0,100.0,t,Tanglin,Central Region,1.31633,103.827194,Entire home/apt,2.0,2.0,16.0,103.0,320.0
4486217.0,0.0,f,Serangoon,North-East Region,1.38763,103.86942,Entire home/apt,0.0,2.0,9.0,89.0,106.0
4499317.0,84.0,t,Downtown Core,Central Region,1.29489,103.85401,Private room,0.0,1.0,124.0,354.0,196.0
4514543.0,0.0,f,Sembawang,North Region,1.45323,103.81729,Private room,1.0,1.0,0.0,177.0,128.0
4526703.0,65.0,f,Kallang,Central Region,1.30778,103.86171,Private room,1.0,1.0,6.0,365.0,100.0
4530362.0,0.0,f,Outram,Central Region,1.28129,103.84591,Private room,1.0,1.0,0.0,365.0,160.0
4541072.0,100.0,t,Toa Payoh,Central Region,1.34081,103.84165,Private room,1.0,1.0,16.0,230.0,76.0
4541183.0,84.0,t,Singapore River,Central Region,1.28816,103.84826,Entire home/apt,0.0,1.0,226.0,360.0,180.0
4561484.0,70.0,t,Geylang,Central Region,1.31382,103.88587,Entire home/apt,1.0,1.0,62.0,146.0,67.0
4576362.0,84.0,f,Geylang,Central Region,1.31369,103.88617,Entire home/apt,1.0,1.0,77.0,70.0,90.0
4584539.0,65.0,f,Geylang,Central Region,1.31015,103.88134,Private room,1.0,1.0,87.0,0.0,90.0
4586160.0,0.0,t,Bedok,East Region,1.31395,103.93474,Entire home/apt,1.0,6.0,9.0,44.0,128.0
4613432.0,84.0,f,Geylang,Central Region,1.31365,103.88608,Entire home/apt,1.0,1.0,27.0,90.0,88.0
4616523.0,84.0,f,Geylang,Central Region,1.31334,103.88655,Entire home/apt,1.0,1.0,96.0,57.0,65.0
4619928.0,91.0,t,Geylang,Central Region,1.31563,103.88285,Private room,1.0,1.0,3.0,359.0,41.0
4640273.0,0.0,f,River Valley,Central Region,1.29887,103.83603,Private room,1.0,1.0,0.0,0.0,160.0
4645834.0,65.0,f,Geylang,Central Region,1.30962,103.88173,Private room,1.0,1.0,50.0,0.0,64.0
4656316.0,65.0,f,Geylang,Central Region,1.31102,103.88332,Private room,1.0,1.0,49.0,0.0,64.0
4664392.0,59.0,t,Outram,Central Region,1.28135,103.84868,Entire home/apt,1.0,1.0,102.0,305.0,99.0
4683314.0,100.0,t,Tanglin,Central Region,1.31633,103.827194,Entire home/apt,3.0,4.0,26.0,108.0,410.0
4712676.0,65.0,f,Ang Mo Kio,North-East Region,1.36747,103.83865,Private room,1.0,1.0,2.0,175.0,69.0
4722005.0,0.0,f,Sembawang,North Region,1.45328,103.82199,Private room,1.0,2.0,0.0,0.0,20.0
4771752.0,0.0,f,Rochor,Central Region,1.3004,103.84994,Private room,1.0,1.0,4.0,245.0,110.0
4833408.0,65.0,f,Bedok,East Region,1.3236,103.90854,Private room,5.0,8.0,124.0,364.0,40.0
4863317.0,91.0,t,Outram,Central Region,1.28511,103.84249,Private room,1.0,1.0,1.0,359.0,69.0
4899063.0,0.0,f,Toa Payoh,Central Region,1.33305,103.87235,Shared room,1.0,3.0,0.0,0.0,46.0
4916186.0,84.0,f,Geylang,Central Region,1.31505,103.88746,Entire home/apt,0.0,1.0,24.0,44.0,90.0
4926170.0,23.0,f,Bishan,Central Region,1.35349,103.83274,Private room,1.0,1.0,4.0,364.0,45.0
4926192.0,23.0,f,Kallang,Central Region,1.316,103.86134,Private room,1.0,2.0,0.0,0.0,150.0
4926634.0,65.0,f,Geylang,Central Region,1.31113,103.88132,Private room,1.0,2.0,168.0,0.0,90.0
4969777.0,84.0,f,River Valley,Central Region,1.29587,103.84065,Entire home/apt,1.0,1.0,6.0,54.0,98.0
4973227.0,84.0,t,Downtown Core,Central Region,1.28945,103.84879,Entire home/apt,0.0,1.0,119.0,359.0,163.0
4978175.0,0.0,f,Bedok,East Region,1.33203,103.94396,Private room,1.0,1.0,0.0,358.0,1000.0
4979889.0,100.0,t,Tanglin,Central Region,1.317318768,103.826432,Entire home/apt,0.0,1.0,22.0,112.0,200.0
4989903.0,36.0,t,Bukit Timah,Central Region,1.31262,103.79717,Private room,1.0,1.0,5.0,276.0,64.0
4990392.0,65.0,f,Geylang,Central Region,1.31149,103.88161,Private room,1.0,1.0,81.0,0.0,64.0
5006143.0,83.0,f,Queenstown,Central Region,1.30487,103.80016,Private room,1.0,1.0,5.0,68.0,61.0
5018128.0,0.0,f,Bedok,East Region,1.33163,103.94132,Entire home/apt,3.0,3.0,0.0,0.0,150.0
5024661.0,84.0,f,Geylang,Central Region,1.31505,103.88627,Entire home/apt,2.0,2.0,78.0,91.0,130.0
5040689.0,4.0,t,Ang Mo Kio,North-East Region,1.37165,103.82881,Private room,1.0,1.0,3.0,354.0,38.0
5052014.0,63.0,t,Outram,Central Region,1.27428,103.84133,Entire home/apt,0.0,1.0,9.0,362.0,149.0
5116961.0,100.0,f,Bukit Merah,Central Region,1.28366,103.83188,Private room,1.0,1.0,2.0,263.0,165.0
5118006.0,65.0,f,Geylang,Central Region,1.31154,103.88165,Private room,1.0,1.0,67.0,0.0,64.0
5233415.0,63.0,t,Bukit Merah,Central Region,1.27619,103.84074,Entire home/apt,0.0,1.0,12.0,325.0,149.0
5253599.0,4.0,t,Kallang,Central Region,1.3171,103.85742,Entire home/apt,0.0,1.0,12.0,336.0,70.0
5319766.0,0.0,f,Outram,Central Region,1.28185,103.84657,Private room,1.0,1.0,0.0,0.0,160.0
5339318.0,0.0,f,Rochor,Central Region,1.30358,103.84575,Entire home/apt,2.0,2.0,3.0,228.0,224.0
5355795.0,85.0,t,Rochor,Central Region,1.30364,103.85485,Entire home/apt,1.0,1.0,251.0,58.0,86.0
5376182.0,85.0,t,Rochor,Central Region,1.30584,103.85611,Entire home/apt,1.0,1.0,205.0,62.0,96.0
5377342.0,85.0,t,Rochor,Central Region,1.30551,103.85604,Entire home/apt,1.0,1.0,294.0,55.0,84.0
5406502.0,0.0,f,Bedok,East Region,1.31279,103.93821,Private room,1.0,1.0,0.0,363.0,78.0
5446857.0,63.0,t,Bukit Merah,Central Region,1.27626,103.84073,Entire home/apt,0.0,1.0,3.0,357.0,228.0
5448209.0,63.0,t,Bukit Merah,Central Region,1.2744,103.84063,Entire home/apt,0.0,1.0,7.0,342.0,200.0
5464246.0,36.0,f,Geylang,Central Region,1.32812,103.88436,Private room,1.0,1.0,11.0,330.0,112.0
5493930.0,0.0,t,Novena,Central Region,1.3174,103.84796,Private room,1.0,3.0,266.0,55.0,129.0
5494971.0,0.0,t,Novena,Central Region,1.31778,103.84769,Private room,1.0,3.0,209.0,116.0,99.0
5504230.0,2.0,f,Kallang,Central Region,1.30933,103.85843,Entire home/apt,1.0,2.0,9.0,359.0,232.0
5529062.0,0.0,f,Bukit Merah,Central Region,1.27513,103.83581,Entire home/apt,1.0,1.0,0.0,365.0,500.0
5540894.0,65.0,f,Jurong West,West Region,1.35095,103.70536,Private room,1.0,2.0,54.0,365.0,250.0
5551665.0,36.0,t,Bukit Timah,Central Region,1.31269,103.79714,Private room,1.0,1.0,18.0,364.0,56.0
5573458.0,100.0,f,Sembawang,North Region,1.44061,103.82386,Private room,1.0,1.0,3.0,364.0,204.0
5584157.0,80.0,f,Woodlands,North Region,1.44162,103.79304,Private room,1.0,1.0,112.0,263.0,40.0
5609608.0,80.0,f,Woodlands,North Region,1.44349,103.79264,Private room,1.0,1.0,69.0,327.0,46.0
5634851.0,4.0,t,Kallang,Central Region,1.31486,103.85689,Entire home/apt,0.0,1.0,3.0,364.0,85.0
5704432.0,0.0,f,Toa Payoh,Central Region,1.3356,103.86592,Shared room,1.0,1.0,0.0,0.0,300.0
5739284.0,84.0,f,Geylang,Central Region,1.31304,103.88797,Entire home/apt,1.0,1.0,42.0,77.0,82.0
5774164.0,65.0,f,Geylang,Central Region,1.31315,103.881,Entire home/apt,1.0,1.0,8.0,365.0,1600.0
5798211.0,45.0,t,Tampines,East Region,1.34571,103.96073,Private room,1.0,1.0,151.0,224.0,70.0
5819462.0,0.0,f,Sengkang,North-East Region,1.38777,103.89649,Shared room,1.0,1.0,0.0,0.0,121.0
5827713.0,45.0,t,Tampines,East Region,1.3464,103.96256,Private room,1.0,1.0,286.0,365.0,70.0
5827998.0,45.0,t,Tampines,East Region,1.3446,103.96223,Private room,1.0,1.0,296.0,175.0,60.0
5854894.0,59.0,t,Kallang,Central Region,1.31428,103.85542,Private room,1.0,1.0,23.0,240.0,45.0
5882204.0,0.0,f,Bedok,East Region,1.3212,103.91483,Private room,1.0,1.0,0.0,0.0,182.0
5889741.0,36.0,f,Rochor,Central Region,1.30153,103.85344,Entire home/apt,1.0,3.0,212.0,24.0,168.0
5908083.0,59.0,t,Kallang,Central Region,1.31642,103.85759,Entire home/apt,1.0,2.0,77.0,318.0,98.0
5919270.0,45.0,t,Tampines,East Region,1.346,103.9626,Private room,1.0,1.0,247.0,341.0,80.0
6020248.0,36.0,t,Bukit Timah,Central Region,1.31132,103.79736,Private room,1.0,1.0,8.0,365.0,79.0
6079533.0,0.0,f,Pasir Ris,East Region,1.35894,103.96465,Private room,1.0,1.0,0.0,241.0,50.0
6099703.0,84.0,f,Geylang,Central Region,1.31471,103.88627,Entire home/apt,1.0,1.0,147.0,59.0,70.0
6117032.0,84.0,f,Geylang,Central Region,1.31445,103.88806,Entire home/apt,1.0,1.0,130.0,69.0,80.0
6120794.0,70.0,t,Geylang,Central Region,1.3176,103.89445,Entire home/apt,1.0,1.0,66.0,161.0,64.0
6128096.0,84.0,f,Geylang,Central Region,1.315,103.88824,Entire home/apt,1.0,0.0,66.0,70.0,80.0
6142390.0,70.0,t,Geylang,Central Region,1.31355,103.88715,Entire home/apt,1.0,1.0,31.0,86.0,83.0
6142880.0,84.0,f,Geylang,Central Region,1.31327,103.88735,Entire home/apt,1.0,1.0,33.0,75.0,72.0
6147375.0,0.0,f,Punggol,North-East Region,1.40015,103.90537,Private room,1.0,2.0,0.0,365.0,49.0
6183734.0,84.0,f,Geylang,Central Region,1.31341,103.88667,Entire home/apt,1.0,1.0,86.0,80.0,74.0
6190850.0,0.0,f,Queenstown,Central Region,1.29261,103.7685,Shared room,1.0,1.0,3.0,334.0,18.0
6242964.0,0.0,t,Bedok,East Region,1.31248,103.93631,Entire home/apt,1.0,3.0,17.0,254.0,128.0
6253881.0,0.0,f,Bishan,Central Region,1.35747,103.84781,Private room,1.0,1.0,1.0,358.0,108.0
6261313.0,36.0,t,Bukit Timah,Central Region,1.31107,103.79687,Private room,1.0,1.0,10.0,365.0,66.0
6271100.0,84.0,f,Outram,Central Region,1.28391,103.84382,Entire home/apt,1.0,1.0,33.0,69.0,98.0
6287204.0,0.0,f,Woodlands,North Region,1.43012,103.78434,Entire home/apt,1.0,2.0,11.0,175.0,180.0
6300043.0,70.0,t,Outram,Central Region,1.28353,103.84532,Entire home/apt,0.0,1.0,51.0,56.0,75.0
6300577.0,36.0,f,Geylang,Central Region,1.32874,103.88439,Private room,1.0,1.0,25.0,299.0,94.0
6305559.0,0.0,f,Downtown Core,Central Region,1.28191,103.85202,Private room,1.0,1.0,1.0,364.0,90.0
6317686.0,91.0,t,Outram,Central Region,1.2841,103.84253,Private room,1.0,1.0,1.0,359.0,69.0
6340605.0,0.0,f,Novena,Central Region,1.32515,103.84914,Entire home/apt,1.0,1.0,0.0,365.0,100.0
6352827.0,93.0,f,Geylang,Central Region,1.31192,103.87922,Private room,1.0,1.0,126.0,69.0,62.0
6381495.0,70.0,t,Geylang,Central Region,1.31614,103.88686,Entire home/apt,1.0,1.0,60.0,62.0,83.0
6426551.0,84.0,f,Geylang,Central Region,1.31454,103.88624,Entire home/apt,2.0,2.0,60.0,90.0,130.0
6431505.0,84.0,f,Geylang,Central Region,1.31511,103.88796,Entire home/apt,1.0,1.0,65.0,90.0,74.0
6453321.0,4.0,t,Ang Mo Kio,North-East Region,1.36973,103.82847,Private room,1.0,1.0,1.0,292.0,38.0
6477665.0,84.0,f,Geylang,Central Region,1.31537,103.88684,Entire home/apt,1.0,1.0,55.0,57.0,68.0
6481052.0,97.0,f,River Valley,Central Region,1.296265,103.840942,Entire home/apt,1.0,0.0,35.0,363.0,364.0
6529707.0,67.0,t,Clementi,West Region,1.29575,103.76707,Private room,2.0,2.0,38.0,210.0,40.0
6547248.0,100.0,f,Bukit Timah,Central Region,1.34507,103.76804,Private room,1.0,1.0,2.0,365.0,77.0
6603464.0,100.0,f,Sembawang,North Region,1.44167,103.82376,Private room,1.0,1.0,9.0,364.0,135.0
6607671.0,2.0,f,Kallang,Central Region,1.31099,103.85849,Entire home/apt,1.0,2.0,1.0,359.0,245.0
6619955.0,84.0,f,Geylang,Central Region,1.31501,103.88789,Entire home/apt,1.0,1.0,64.0,35.0,80.0
6620261.0,50.0,t,Novena,Central Region,1.32419,103.85252,Entire home/apt,1.0,1.0,3.0,0.0,100.0
6620271.0,20.0,f,Geylang,Central Region,1.31697,103.89104,Private room,1.0,1.0,0.0,365.0,69.0
6630341.0,67.0,f,Serangoon,North-East Region,1.34611,103.87071,Private room,1.0,1.0,99.0,301.0,90.0
6638508.0,100.0,t,Kallang,Central Region,1.3124,103.85758,Private room,1.0,1.0,15.0,288.0,76.0
6663672.0,0.0,f,Downtown Core,Central Region,1.27914,103.85002,Private room,1.0,2.0,0.0,0.0,98.0
6663906.0,65.0,f,Queenstown,Central Region,1.306,103.78378,Private room,1.0,1.0,18.0,88.0,88.0
6679887.0,84.0,f,Geylang,Central Region,1.31313,103.88681,Entire home/apt,2.0,2.0,49.0,86.0,130.0
6693516.0,100.0,f,Bedok,East Region,1.31688,103.90906,Entire home/apt,1.0,1.0,11.0,55.0,121.0
6716844.0,65.0,f,Rochor,Central Region,1.30205,103.85804,Private room,1.0,1.0,2.0,0.0,120.0
6718219.0,67.0,f,Serangoon,North-East Region,1.34385,103.86892,Private room,1.0,2.0,58.0,329.0,100.0
6718514.0,67.0,f,Serangoon,North-East Region,1.34603,103.87037,Private room,1.0,1.0,75.0,329.0,90.0
6750089.0,20.0,f,Geylang,Central Region,1.31665,103.89108,Private room,1.0,1.0,0.0,169.0,75.0
6824319.0,0.0,f,Choa Chu Kang,West Region,1.37946,103.75945,Entire home/apt,3.0,4.0,9.0,357.0,233.0
6831622.0,65.0,f,Queenstown,Central Region,1.30613,103.78094,Entire home/apt,1.0,1.0,23.0,179.0,150.0
6837947.0,0.0,f,Hougang,North-East Region,1.38084,103.88983,Entire home/apt,3.0,3.0,0.0,365.0,2300.0
6889842.0,84.0,f,Geylang,Central Region,1.31316,103.88822,Entire home/apt,1.0,1.0,61.0,90.0,75.0
6890874.0,65.0,f,Outram,Central Region,1.28389,103.84025,Private room,1.0,1.0,3.0,179.0,280.0
6891630.0,97.0,f,Kallang,Central Region,1.31011,103.86325,Private room,1.0,1.0,4.0,333.0,59.0
